CustomerID,FirstName,LastName,Company,City,State,Country,Region,PostalCode,Phone,Email,InvoiceID,InvoiceDate,UnitPrice,Quantity,Artist,Album,Track,Composer,Milliseconds,Bytes,MediaType,Genre,Sales
38,Niklas,Schroeder,null,Berlin,null,Germany,Europe,10779,+49 030 2141444,nschroder@surfeu.de,52,8/8/08,0.99,5,Led Zeppelin,Led Zeppelin III,Out On The Tiles,"Jimmy Page, Robert Plant, John Bonham","246,047",8.06M,MPEG audio file,Rock,4.95
38,Niklas,Schroeder,null,Berlin,null,Germany,Europe,10779,+49 030 2141444,nschroder@surfeu.de,52,8/8/08,0.99,4,Led Zeppelin,Physical Graffiti [Disc 2],Down By The Seaside,Robert Plant,"316,186",10.37M,MPEG audio file,Rock,3.96
38,Niklas,Schroeder,null,Berlin,null,Germany,Europe,10779,+49 030 2141444,nschroder@surfeu.de,52,8/8/08,0.99,4,Led Zeppelin,Presence,For Your Life,Jimmy Page/Robert Plant,"384,391",12.63M,MPEG audio file,Rock,3.96
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,3,LegiÃ£o Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Soul Parsifal,Renato Russo - Marisa Monte,"295,053",9.85M,MPEG audio file,Latin,2.97
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,4,LegiÃ£o Urbana,Mais Do Mesmo,Tempo Perdido,Renato Russo,"302,158",9.96M,MPEG audio file,Latin,3.96
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,4,Lenny Kravitz,Greatest Hits,Are You Gonna Go My Way,Craig Ross/Lenny Kravitz,"211,591",6.91M,MPEG audio file,Rock,3.96
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,2,Lenny Kravitz,Greatest Hits,Believe,Henry Hirsch/Lenny Kravitz,"295,131",9.66M,MPEG audio file,Rock,1.98
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,2,LegiÃ£o Urbana,A TempestadeTempestade Ou O Livro Dos Dias,L'Avventura,Renato Russo,"278,256",9.17M,MPEG audio file,Latin,1.98
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,4,LegiÃ£o Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Quando VocÃª Voltar,Renato Russo,"173,897",5.78M,MPEG audio file,Latin,3.96
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,1,LegiÃ£o Urbana,Mais Do Mesmo,Meninos E Meninas,Dado Villa-Lobos/Marcelo BonfÃ¡,"203,781",6.67M,MPEG audio file,Latin,0.99
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,3,Lenny Kravitz,Greatest Hits,Mr. Cab Driver,Lenny Kravitz,"230,321",7.67M,MPEG audio file,Rock,2.97
44,Terhi,Hamamalinen,null,Helsinki,null,Finland,Europe,530,+358 09 870 2000,terhi.hamalainen@apple.fi,53,8/11/08,0.99,5,Led Zeppelin,The Song Remains The Same (Disc 1),Dazed and Confused,Jimmy Page,"1,612,329",52.49M,MPEG audio file,Rock,4.95
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Marillion,Misplaced Childhood,Waterhole (Expresso Bongo),"Kelly, Mosley, Rothery, Trewaves","133,093",4.38M,MPEG audio file,Rock,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Marisa Monte,Barulhinho Bom,DanÃ§a Da SolidÃ£o,Caetano Veloso e Gilberto Gil,"203,520",6.70M,MPEG audio file,Latin,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Save The Children,Al Cleveland/Marvin Gaye/Renaldo Benson,"194,821",6.34M,MPEG audio file,R&B/Soul,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Metallica,Black Album,The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett","387,082",12.65M,MPEG audio file,Metal,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,5,Metallica,Garage Inc. (Disc 2),Stone Cold Crazy,Deacon/May/Mercury/Taylor,"137,717",4.51M,MPEG audio file,Metal,4.95
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,4,Metallica,Load,2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett","328,254",10.73M,MPEG audio file,Metal,3.96
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,3,Lulu Santos,Lulu Santos - RCA 100 Anos De MÃºsica - ÃÅlbum 01,CondiÃ§Ã£o,null,"263,549",8.78M,MPEG audio file,Latin,2.97
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Lulu Santos,Lulu Santos - RCA 100 Anos De MÃºsica - ÃÅlbum 02,Assaltaram A GramÃ¡tica,null,"261,041",8.70M,MPEG audio file,Latin,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,1,Marisa Monte,Barulhinho Bom,Tempos Modernos,Lulu Santos,"183,066",6.07M,MPEG audio file,Latin,0.99
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,4,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),When I Had Your Love,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson","152,424",4.97M,MPEG audio file,R&B/Soul,3.96
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,4,Men At Work,The Best Of Men At Work,Down by the Sea,null,"408,163",13.31M,MPEG audio file,Rock,3.96
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,3,Metallica,Garage Inc. (Disc 2),Helpless,Harris/Tatler,"398,315",12.98M,MPEG audio file,Metal,2.97
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,5,Metallica,Kill 'Em All,Motorbreath,James Hetfield,"188,395",6.15M,MPEG audio file,Metal,4.95
53,Phil,Hughes,null,London,null,United Kingdom,Europe,SW1V 3EN,+44 020 7976 5722,phil.hughes@gmail.com,54,8/16/08,0.99,3,Lulu Santos,Lulu Santos - RCA 100 Anos De MÃºsica - ÃÅlbum 02,Aquilo,null,"246,073",8.17M,MPEG audio file,Latin,2.97
8,Daan,Peeters,null,Brussels,null,Belgium,Europe,1000,+32 02 219 03 03,daan_peeters@apple.be,55,8/24/08,0.99,5,Metallica,Master Of Puppets,Master Of Puppets,K.Hammett,"515,239",16.89M,MPEG audio file,Metal,4.95
9,Kara,Nielsen,null,Copenhagen,null,Denmark,Europe,1720,+453 3331 9991,kara.nielsen@jubii.dk,56,9/6/08,0.99,5,Metallica,Master Of Puppets,The Thing That Should Not Be,K.Hammett,"396,199",12.95M,MPEG audio file,Metal,4.95
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,57,9/6/08,0.99,4,Metallica,Master Of Puppets,Damage Inc.,K.Hammett,"330,919",10.73M,MPEG audio file,Metal,3.96
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,57,9/6/08,0.99,4,Metallica,Master Of Puppets,Leper Messiah,C.Burton,"347,428",11.31M,MPEG audio file,Metal,3.96
9,Kara,Nielsen,null,Copenhagen,null,Denmark,Europe,1720,+453 3331 9991,kara.nielsen@jubii.dk,56,9/6/08,0.99,1,Metallica,Master Of Puppets,Welcome Home (Sanitarium),K.Hammett,"387,186",12.68M,MPEG audio file,Metal,0.99
13,Fernanda,Ramos,null,Brasa-lia,DF,Brazil,South America,71020-677,+55 (61) 3363-5547,fernadaramos4@uol.com.br,58,9/7/08,0.99,1,Metallica,ReLoad,The Memory Remains,"Hetfield, Ulrich","279,353",9.11M,MPEG audio file,Metal,0.99
13,Fernanda,Ramos,null,Brasa-lia,DF,Brazil,South America,71020-677,+55 (61) 3363-5547,fernadaramos4@uol.com.br,58,9/7/08,0.99,5,Metallica,ReLoad,Slither,"Hetfield, Ulrich, Hammett","313,103",10.20M,MPEG audio file,Metal,4.95
13,Fernanda,Ramos,null,Brasa-lia,DF,Brazil,South America,71020-677,+55 (61) 3363-5547,fernadaramos4@uol.com.br,58,9/7/08,0.99,3,Metallica,ReLoad,The Unforgiven II,"Hetfield, Ulrich, Hammett","395,520",12.89M,MPEG audio file,Metal,2.97
13,Fernanda,Ramos,null,Brasa-lia,DF,Brazil,South America,71020-677,+55 (61) 3363-5547,fernadaramos4@uol.com.br,58,9/7/08,0.99,2,Metallica,ReLoad,Bad Seed,"Hetfield, Ulrich, Hammett","245,394",8.02M,MPEG audio file,Metal,1.98
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,1,Metallica,Ride The Lightning,For Whom The Bell Tolls,Metallica,"311,719",10.16M,MPEG audio file,Metal,0.99
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,1,Metallica,St. Anger,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,"505,626",16.56M,MPEG audio file,Metal,0.99
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,2,Metallica,St. Anger,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,"527,986",17.16M,MPEG audio file,Metal,1.98
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,1,Metallica,ReLoad,Attitude,"Hetfield, Ulrich","315,898",10.34M,MPEG audio file,Metal,0.99
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,4,Metallica,Ride The Lightning,Creeping Death,Metallica,"396,878",12.96M,MPEG audio file,Metal,3.96
17,Jack,Smith,Microsoft Corporation,Redmond,WA,USA,North  America,98052-8300,+1 (425) 882-8080,jacksmith@microsoft.com,59,9/8/08,0.99,4,Metallica,St. Anger,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,"430,210",14.09M,MPEG audio file,Metal,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,3,Miles Davis,Miles Ahead,The Duke,Dave Brubeck,"214,961",6.98M,MPEG audio file,Jazz,2.97
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,1,Milton Nascimento,Milton Nascimento Ao Vivo,CoraÃ§Ã£o De Estudante,"Wagner Tiso, Milton Nascimento","238,550",7.80M,MPEG audio file,Latin,0.99
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,3,Milton Nascimento,Milton Nascimento Ao Vivo,"Maria, Maria","Milton Nascimento, Fernando Brant","72,463",2.37M,MPEG audio file,Latin,2.97
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,4,Milton Nascimento,Minas,Norwegian Wood,"John Lennon, Paul McCartney","413,910",13.52M,MPEG audio file,Latin,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,5,Metallica,...And Justice For All,Harvester Of Sorrow,James Hetfield and Lars Ulrich,"345,547",11.38M,MPEG audio file,Metal,4.95
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,5,Miles Davis,Miles Ahead,Lament,J.J. Johnson,"134,191",4.29M,MPEG audio file,Jazz,4.95
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,4,Milton Nascimento,Milton Nascimento Ao Vivo,Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant","199,758",6.54M,MPEG audio file,Latin,3.96
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,3,Milton Nascimento,Minas,Ponta de Areia,"Milton Nascimento, Fernando Brant","272,796",8.87M,MPEG audio file,Latin,2.97
23,John,Gordon,null,Boston,MA,USA,North  America,2113,+1 (617) 522-1333,johngordon22@yahoo.com,60,9/11/08,0.99,3,MotÃ¶rhead,Ace Of Spades,Fast And Loose,Clarke/Kilmister/Taylor,"203,337",6.64M,MPEG audio file,Metal,2.97
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,1,Nirvana,Nevermind,Territorial Pissings,Kurt Cobain,"143,281",4.61M,MPEG audio file,Rock,0.99
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,5,MÃ´nica Marianno,Demorou...,JÃ¡ Foi,MÃ´nica Marianno,"245,681",8.09M,MPEG audio file,World,4.95
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,5,O TerÃ§o,Compositores,Menino De Rua,null,"329,795",10.78M,MPEG audio file,Rock,4.95
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,2,MÃ¶tley CrÃ_e,Motley Crue Greatest Hits,Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,"286,197",9.42M,MPEG audio file,Metal,1.98
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,4,Os Paralamas Do Sucesso,AcÃºstico MTV,O Trem Da Juventude,Herbert Vianna,"225,880",7.51M,MPEG audio file,Latin,3.96
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,4,Os Paralamas Do Sucesso,AcÃºstico MTV,Nebulosa Do Amor,Herbert Vianna,"203,415",6.73M,MPEG audio file,Latin,3.96
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,4,Nirvana,From The Muddy Banks Of The Wishkah [Live],Breed,Kurt Cobain,"208,378",6.76M,MPEG audio file,Rock,3.96
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,3,MotÃ¶rhead,Ace Of Spades,Please Don't Touch,Heath/Robinson,"169,926",5.56M,MPEG audio file,Metal,2.97
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,5,O TerÃ§o,Compositores,Folhas Secas,null,"161,253",5.28M,MPEG audio file,Rock,4.95
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,1,MÃ¶tley CrÃ_e,Motley Crue Greatest Hits,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,"276,767",9.12M,MPEG audio file,Metal,0.99
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,5,Olodum,Olodum,DenÃºncia,null,"159,555",5.33M,MPEG audio file,Latin,4.95
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,4,Nirvana,From The Muddy Banks Of The Wishkah [Live],Been A Son,Kurt Cobain,"127,555",4.17M,MPEG audio file,Rock,3.96
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,5,Os Paralamas Do Sucesso,AcÃºstico MTV,Selvagem,Bi Ribeiro/Herbert Vianna/JoÃ£o Barone,"148,558",4.94M,MPEG audio file,Latin,4.95
32,Aaron,Mitchell,null,Winnipeg,MB,Canada,North  America,R3L 2B9,+1 (204) 452-6452,aaronmitchell@yahoo.ca,61,9/16/08,0.99,1,Os Paralamas Do Sucesso,Arquivo II,Luis Inacio (300 Picaretas),Herbert Vianna,"198,191",6.58M,MPEG audio file,Latin,0.99
46,Hugh,O'Reilly,null,Dublin,Dublin,Ireland,Europe,null,+353 01 6792424,hughoreilly@apple.ie,62,9/24/08,0.99,3,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Perplexo,null,"161,175",5.36M,MPEG audio file,Latin,2.97
47,Lucas,Mancini,null,Rome,RM,Italy,Europe,192,+39 06 39733434,lucas.mancini@yahoo.it,63,10/7/08,0.99,3,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Quase Um Segundo,null,"275,644",8.97M,MPEG audio file,Latin,2.97
49,Stanislaw,Wajcik,null,Warsaw,null,Poland,Europe,00-358,+48 22 828 37 39,stanisÅ‚aw.wÃ_jcik@wp.pl,64,10/7/08,0.99,2,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Romance Ideal,null,"250,070",8.26M,MPEG audio file,Latin,1.98
47,Lucas,Mancini,null,Rome,RM,Italy,Europe,192,+39 06 39733434,lucas.mancini@yahoo.it,63,10/7/08,0.99,2,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Me Liga,null,"229,590",7.57M,MPEG audio file,Latin,1.98
49,Stanislaw,Wajcik,null,Warsaw,null,Poland,Europe,00-358,+48 22 828 37 39,stanisÅ‚aw.wÃ_jcik@wp.pl,64,10/7/08,0.99,5,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,SKA,null,"148,871",4.94M,MPEG audio file,Latin,4.95
51,Joakim,Johansson,null,Stockholm,null,Sweden,Europe,11230,+46 08-651 52 52,joakim.johansson@yahoo.se,65,10/8/08,0.99,2,Ozzy Osbourne,Blizzard of Ozz,I Don't Know,"B. Daisley, O. Osbourne & R. Rhoads","312,980",5.53M,Protected AAC audio file,Rock,1.98
51,Joakim,Johansson,null,Stockholm,null,Sweden,Europe,11230,+46 08-651 52 52,joakim.johansson@yahoo.se,65,10/8/08,0.99,4,Ozzy Osbourne,No More Tears (Remastered),No More Tears,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde","444,358",7.36M,Protected AAC audio file,Rock,3.96
51,Joakim,Johansson,null,Stockholm,null,Sweden,Europe,11230,+46 08-651 52 52,joakim.johansson@yahoo.se,65,10/8/08,0.99,1,Ozzy Osbourne,Diary of a Madman (Remastered),Flying High Again,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads","290,851",5.18M,Protected AAC audio file,Rock,0.99
51,Joakim,Johansson,null,Stockholm,null,Sweden,Europe,11230,+46 08-651 52 52,joakim.johansson@yahoo.se,65,10/8/08,0.99,3,Ozzy Osbourne,Tribute,Crazy Train,"O. Osbourne, R. Daisley, R. Rhoads","322,716",10.52M,MPEG audio file,Metal,2.97
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,5,Page & Plant,Walking Into Clarksdale,Sons Of Freedom,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee","246,465",8.09M,MPEG audio file,Rock,4.95
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,3,Ozzy Osbourne,Tribute,Relvelation (Mother Earth),"O. Osbourne, R. Daisley, R. Rhoads","349,440",11.37M,MPEG audio file,Metal,2.97
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,1,Ozzy Osbourne,Tribute,Dee,R. Rhoads,"261,302",8.56M,MPEG audio file,Metal,0.99
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,1,Page & Plant,Walking Into Clarksdale,Walking Into Clarksdale,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee","318,511",10.40M,MPEG audio file,Rock,0.99
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,1,Ozzy Osbourne,Tribute,Children Of The Grave,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne","357,067",11.63M,MPEG audio file,Metal,0.99
55,Mark,Taylor,null,Sidney,NSW,Australia,Oceania,2010,+61 (02) 9332 3633,mark.taylor@yahoo.au,66,10/9/08,0.99,2,Page & Plant,Walking Into Clarksdale,Blue Train,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee","405,028",13.17M,MPEG audio file,Rock,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,4,Paul D'Ianno,The Beast Live,Murders In The Rue Morgue,Steve Harris,"258,638",8.36M,MPEG audio file,Rock,3.96
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,1,Pearl Jam,Live On Two Legs [Live],Untitled,Pearl Jam,"122,801",3.96M,MPEG audio file,Rock,0.99
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,5,Pearl Jam,Pearl Jam,World Wide Suicide,Eddie Vedder,"209,188",6.89M,MPEG audio file,Alternative & Punk,4.95
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,4,Pearl Jam,Riot Act,Can't Keep,Eddie Vedder,"219,428",7.22M,MPEG audio file,Rock,3.96
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,2,Passengers,Original Soundtracks 1,Plot 180,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.","221,596",7.25M,MPEG audio file,Soundtrack,1.98
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,1,Paul D'Ianno,The Beast Live,Iron Maiden,Steve Harris,"235,232",7.60M,MPEG audio file,Rock,0.99
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,3,Pearl Jam,Live On Two Legs [Live],Nothingman,Jeff Ament & Eddie Vedder,"278,595",9.11M,MPEG audio file,Rock,2.97
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,4,Pearl Jam,Pearl Jam,Big Wave,Jeff Ament,"178,573",5.86M,MPEG audio file,Alternative & Punk,3.96
2,Leonie,Kahler,null,Stuttgart,null,Germany,Europe,70174,+49 0711 2842222,leonekohler@surfeu.de,67,10/12/08,0.99,2,Passengers,Original Soundtracks 1,Beach Sequence,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.","212,297",6.93M,MPEG audio file,Soundtrack,1.98
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,4,Lenny Kravitz,Greatest Hits,Wanted Dread And Alive,null,"260,310",8.67M,MPEG audio file,Reggae,3.96
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,1,Planet Hemp,Os CÃ£es Ladram Mas A Caravana NÃ£o PÃ¡ra,Bossa,null,"29,048",0.97M,MPEG audio file,Hip Hop/Rap,0.99
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,5,Queen,Greatest Hits I,You're My Best Friend,"Deacon, John","172,225",5.60M,MPEG audio file,Rock,4.95
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,4,Queen,News Of The World,"Get Down, Make Love",Mercury,"231,235",7.51M,MPEG audio file,Rock,3.96
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,2,R.E.M.,Green,Untitled,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,"191,503",6.33M,MPEG audio file,Alternative & Punk,1.98
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,2,Pearl Jam,Ten,Why Go,Jeff Ament,"200,254",6.54M,MPEG audio file,Rock,1.98
11,Alexandre,Rocha,Banco do Brasil S.A.,São Paulo,SP,Brazil,South America,01310-200,+55 (11) 3055-3278,alero@uol.com.br,68,10/17/08,0.99,3,Pearl Jam,Vs.,Leash,Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard,"189,257",6.19M,MPEG audio file,Rock,2.97
